Breed,Country of Origin,Fur Color,Height,Color of Eyes,Longevity,Character Traits,Common Health Problems
Golden Retriever,Scotland,Golden,21-24,Brown,10-12,good-natured,skin allergies
Pug,China,Fawn,10-14,Brown,12-15,Loyal,Eye problems
Pug,China,Fawn,10-14,Brown,12-15,Loyal,respiratory issues
Pug,China,Fawn,10-14,Brown,12-15,Loyal,obesity
Pug,China,Fawn,10-14,Brown,12-15,playful,Eye problems
Pug,China,Fawn,10-14,Brown,12-15,playful,respiratory issues
Pug,China,Fawn,10-14,Brown,12-15,playful,obesity
Pug,China,Fawn,10-14,Brown,12-15,affectionate,Eye problems
Pug,China,Fawn,10-14,Brown,12-15,affectionate,respiratory issues
Pug,China,Fawn,10-14,Brown,12-15,affectionate,obesity
Pug,China,Fawn,10-14,Brown,12-15,social,Eye problems
Pug,China,Fawn,10-14,Brown,12-15,social,respiratory issues
Pug,China,Fawn,10-14,Brown,12-15,social,obesity
Pug,China,Fawn,10-14,Brown,12-15,charming,Eye problems
Pug,China,Fawn,10-14,Brown,12-15,charming,respiratory issues
Pug,China,Fawn,10-14,Brown,12-15,charming,obesity
Pug,China,Black,10-14,Brown,12-15,Loyal,Eye problems
Pug,China,Black,10-14,Brown,12-15,Loyal,respiratory issues
Pug,China,Black,10-14,Brown,12-15,Loyal,obesity
Pug,China,Black,10-14,Brown,12-15,playful,Eye problems
Pug,China,Black,10-14,Brown,12-15,playful,respiratory issues
Pug,China,Black,10-14,Brown,12-15,playful,obesity
Pug,China,Black,10-14,Brown,12-15,affectionate,Eye problems
Pug,China,Black,10-14,Brown,12-15,affectionate,respiratory issues
Pug,China,Black,10-14,Brown,12-15,affectionate,obesity
Pug,China,Black,10-14,Brown,12-15,social,Eye problems
Pug,China,Black,10-14,Brown,12-15,social,respiratory issues
Pug,China,Black,10-14,Brown,12-15,social,obesity
Pug,China,Black,10-14,Brown,12-15,charming,Eye problems
Pug,China,Black,10-14,Brown,12-15,charming,respiratory issues
Pug,China,Black,10-14,Brown,12-15,charming,obesity
Rottweiler,Germany,Black,22-27,Brown,8-10,Loyal,Hip dysplasia
Rottweiler,Germany,Black,22-27,Brown,8-10,Loyal,cancer
Rottweiler,Germany,Black,22-27,Brown,8-10,Loyal,elbow dysplasia
Rottweiler,Germany,Black,22-27,Brown,8-10,protective,Hip dysplasia
Rottweiler,Germany,Black,22-27,Brown,8-10,protective,cancer
Rottweiler,Germany,Black,22-27,Brown,8-10,protective,elbow dysplasia
Rottweiler,Germany,Black,22-27,Brown,8-10,confident,Hip dysplasia
Rottweiler,Germany,Black,22-27,Brown,8-10,confident,cancer
Rottweiler,Germany,Black,22-27,Brown,8-10,confident,elbow dysplasia
Rottweiler,Germany,Black,22-27,Brown,8-10,strong,Hip dysplasia
Rottweiler,Germany,Black,22-27,Brown,8-10,strong,cancer
Rottweiler,Germany,Black,22-27,Brown,8-10,strong,elbow dysplasia
Rottweiler,Germany,Tan,22-27,Brown,8-10,Loyal,Hip dysplasia
Rottweiler,Germany,Tan,22-27,Brown,8-10,Loyal,cancer
Rottweiler,Germany,Tan,22-27,Brown,8-10,Loyal,elbow dysplasia
Rottweiler,Germany,Tan,22-27,Brown,8-10,protective,Hip dysplasia
Rottweiler,Germany,Tan,22-27,Brown,8-10,protective,cancer
Rottweiler,Germany,Tan,22-27,Brown,8-10,protective,elbow dysplasia
Rottweiler,Germany,Tan,22-27,Brown,8-10,confident,Hip dysplasia
Rottweiler,Germany,Tan,22-27,Brown,8-10,confident,cancer
Rottweiler,Germany,Tan,22-27,Brown,8-10,confident,elbow dysplasia
Rottweiler,Germany,Tan,22-27,Brown,8-10,strong,Hip dysplasia
Rottweiler,Germany,Tan,22-27,Brown,8-10,strong,cancer
Rottweiler,Germany,Tan,22-27,Brown,8-10,strong,elbow dysplasia
Siberian Husky,Russia,Black,21-24,Blue,12-15,Independent,Hip dysplasia
Siberian Husky,Russia,Black,21-24,Blue,12-15,Independent,eye problems
Siberian Husky,Russia,Black,21-24,Blue,12-15,Independent,hereditary myopathy
Siberian Husky,Russia,Black,21-24,Blue,12-15,energetic,Hip dysplasia
Siberian Husky,Russia,Black,21-24,Blue,12-15,energetic,eye problems
Siberian Husky,Russia,Black,21-24,Blue,12-15,energetic,hereditary myopathy
Siberian Husky,Russia,Black,21-24,Blue,12-15,intelligent,Hip dysplasia
Siberian Husky,Russia,Black,21-24,Blue,12-15,intelligent,eye problems
Siberian Husky,Russia,Black,21-24,Blue,12-15,intelligent,hereditary myopathy
Siberian Husky,Russia,Black,21-24,Blue,12-15,playful,Hip dysplasia
Siberian Husky,Russia,Black,21-24,Blue,12-15,playful,eye problems
Siberian Husky,Russia,Black,21-24,Blue,12-15,playful,hereditary myopathy
Siberian Husky,Russia,Black,21-24,Blue,12-15,strong,Hip dysplasia
Siberian Husky,Russia,Black,21-24,Blue,12-15,strong,eye problems
Siberian Husky,Russia,Black,21-24,Blue,12-15,strong,hereditary myopathy
Siberian Husky,Russia,White,21-24,Blue,12-15,Independent,Hip dysplasia
Siberian Husky,Russia,White,21-24,Blue,12-15,Independent,eye problems
Siberian Husky,Russia,White,21-24,Blue,12-15,Independent,hereditary myopathy
Siberian Husky,Russia,White,21-24,Blue,12-15,energetic,Hip dysplasia
Siberian Husky,Russia,White,21-24,Blue,12-15,energetic,eye problems
Siberian Husky,Russia,White,21-24,Blue,12-15,energetic,hereditary myopathy
Siberian Husky,Russia,White,21-24,Blue,12-15,intelligent,Hip dysplasia
Siberian Husky,Russia,White,21-24,Blue,12-15,intelligent,eye problems
Siberian Husky,Russia,White,21-24,Blue,12-15,intelligent,hereditary myopathy
Siberian Husky,Russia,White,21-24,Blue,12-15,playful,Hip dysplasia
Siberian Husky,Russia,White,21-24,Blue,12-15,playful,eye problems
Siberian Husky,Russia,White,21-24,Blue,12-15,playful,hereditary myopathy
Siberian Husky,Russia,White,21-24,Blue,12-15,strong,Hip dysplasia
Siberian Husky,Russia,White,21-24,Blue,12-15,strong,eye problems
Siberian Husky,Russia,White,21-24,Blue,12-15,strong,hereditary myopathy
Dachshund,Germany,Black,5-9,Brown,12-15,Loyal,Intervertebral disc disease
Dachshund,Germany,Black,5-9,Brown,12-15,Loyal,hip dysplasia
Dachshund,Germany,Black,5-9,Brown,12-15,Loyal,diabetes
Dachshund,Germany,Black,5-9,Brown,12-15,energetic,Intervertebral disc disease
Dachshund,Germany,Black,5-9,Brown,12-15,energetic,hip dysplasia
Dachshund,Germany,Black,5-9,Brown,12-15,energetic,diabetes
Dachshund,Germany,Black,5-9,Brown,12-15,playful,Intervertebral disc disease
Dachshund,Germany,Black,5-9,Brown,12-15,playful,hip dysplasia
Dachshund,Germany,Black,5-9,Brown,12-15,playful,diabetes
Dachshund,Germany,Black,5-9,Brown,12-15,curious,Intervertebral disc disease
Dachshund,Germany,Black,5-9,Brown,12-15,curious,hip dysplasia
Dachshund,Germany,Black,5-9,Brown,12-15,curious,diabetes
Dachshund,Germany,Black,5-9,Blue,12-15,Loyal,Intervertebral disc disease
Dachshund,Germany,Black,5-9,Blue,12-15,Loyal,hip dysplasia
Dachshund,Germany,Black,5-9,Blue,12-15,Loyal,diabetes
Dachshund,Germany,Black,5-9,Blue,12-15,energetic,Intervertebral disc disease
Dachshund,Germany,Black,5-9,Blue,12-15,energetic,hip dysplasia
Dachshund,Germany,Black,5-9,Blue,12-15,energetic,diabetes
Dachshund,Germany,Black,5-9,Blue,12-15,playful,Intervertebral disc disease
Dachshund,Germany,Black,5-9,Blue,12-15,playful,hip dysplasia
Dachshund,Germany,Black,5-9,Blue,12-15,playful,diabetes
Dachshund,Germany,Black,5-9,Blue,12-15,curious,Intervertebral disc disease
Dachshund,Germany,Black,5-9,Blue,12-15,curious,hip dysplasia
Dachshund,Germany,Black,5-9,Blue,12-15,curious,diabetes
Dachshund,Germany,Tan,5-9,Brown,12-15,Loyal,Intervertebral disc disease
Dachshund,Germany,Tan,5-9,Brown,12-15,Loyal,hip dysplasia
Dachshund,Germany,Tan,5-9,Brown,12-15,Loyal,diabetes
Dachshund,Germany,Tan,5-9,Brown,12-15,energetic,Intervertebral disc disease
Dachshund,Germany,Tan,5-9,Brown,12-15,energetic,hip dysplasia
Dachshund,Germany,Tan,5-9,Brown,12-15,energetic,diabetes
Dachshund,Germany,Tan,5-9,Brown,12-15,playful,Intervertebral disc disease
Dachshund,Germany,Tan,5-9,Brown,12-15,playful,hip dysplasia
Dachshund,Germany,Tan,5-9,Brown,12-15,playful,diabetes
Dachshund,Germany,Tan,5-9,Brown,12-15,curious,Intervertebral disc disease
Dachshund,Germany,Tan,5-9,Brown,12-15,curious,hip dysplasia
Dachshund,Germany,Tan,5-9,Brown,12-15,curious,diabetes
Dachshund,Germany,Tan,5-9,Blue,12-15,Loyal,Intervertebral disc disease
Dachshund,Germany,Tan,5-9,Blue,12-15,Loyal,hip dysplasia
Dachshund,Germany,Tan,5-9,Blue,12-15,Loyal,diabetes
Dachshund,Germany,Tan,5-9,Blue,12-15,energetic,Intervertebral disc disease
Dachshund,Germany,Tan,5-9,Blue,12-15,energetic,hip dysplasia
Dachshund,Germany,Tan,5-9,Blue,12-15,energetic,diabetes
Dachshund,Germany,Tan,5-9,Blue,12-15,playful,Intervertebral disc disease
Dachshund,Germany,Tan,5-9,Blue,12-15,playful,hip dysplasia
Dachshund,Germany,Tan,5-9,Blue,12-15,playful,diabetes
Dachshund,Germany,Tan,5-9,Blue,12-15,curious,Intervertebral disc disease
Dachshund,Germany,Tan,5-9,Blue,12-15,curious,hip dysplasia
Dachshund,Germany,Tan,5-9,Blue,12-15,curious,diabetes
Shih Tzu,China,Black,9-10,Brown,10-16,Affectionate,Dental problems
Shih Tzu,China,Black,9-10,Brown,10-16,Affectionate,respiratory issues
Shih Tzu,China,Black,9-10,Brown,10-16,Affectionate,eye problems
Shih Tzu,China,Black,9-10,Brown,10-16,playful,Dental problems
Shih Tzu,China,Black,9-10,Brown,10-16,playful,respiratory issues
Shih Tzu,China,Black,9-10,Brown,10-16,playful,eye problems
Shih Tzu,China,Black,9-10,Brown,10-16,confident,Dental problems
Shih Tzu,China,Black,9-10,Brown,10-16,confident,respiratory issues
Shih Tzu,China,Black,9-10,Brown,10-16,confident,eye problems
Shih Tzu,China,Black,9-10,Brown,10-16,good-natured,Dental problems
Shih Tzu,China,Black,9-10,Brown,10-16,good-natured,respiratory issues
Shih Tzu,China,Black,9-10,Brown,10-16,good-natured,eye problems
Shih Tzu,China,White,9-10,Brown,10-16,Affectionate,Dental problems
Shih Tzu,China,White,9-10,Brown,10-16,Affectionate,respiratory issues
Shih Tzu,China,White,9-10,Brown,10-16,Affectionate,eye problems
Shih Tzu,China,White,9-10,Brown,10-16,playful,Dental problems
Shih Tzu,China,White,9-10,Brown,10-16,playful,respiratory issues
Shih Tzu,China,White,9-10,Brown,10-16,playful,eye problems
Shih Tzu,China,White,9-10,Brown,10-16,confident,Dental problems
Shih Tzu,China,White,9-10,Brown,10-16,confident,respiratory issues
Shih Tzu,China,White,9-10,Brown,10-16,confident,eye problems
Shih Tzu,China,White,9-10,Brown,10-16,good-natured,Dental problems
Shih Tzu,China,White,9-10,Brown,10-16,good-natured,respiratory issues
Shih Tzu,China,White,9-10,Brown,10-16,good-natured,eye problems
Shih Tzu,China,Brown,9-10,Brown,10-16,Affectionate,Dental problems
Shih Tzu,China,Brown,9-10,Brown,10-16,Affectionate,respiratory issues
Shih Tzu,China,Brown,9-10,Brown,10-16,Affectionate,eye problems
Shih Tzu,China,Brown,9-10,Brown,10-16,playful,Dental problems
Shih Tzu,China,Brown,9-10,Brown,10-16,playful,respiratory issues
Shih Tzu,China,Brown,9-10,Brown,10-16,playful,eye problems
Shih Tzu,China,Brown,9-10,Brown,10-16,confident,Dental problems
Shih Tzu,China,Brown,9-10,Brown,10-16,confident,respiratory issues
Shih Tzu,China,Brown,9-10,Brown,10-16,confident,eye problems
Shih Tzu,China,Brown,9-10,Brown,10-16,good-natured,Dental problems
Shih Tzu,China,Brown,9-10,Brown,10-16,good-natured,respiratory issues
Shih Tzu,China,Brown,9-10,Brown,10-16,good-natured,eye problems
Bichon Frise,France,White,9-11,Brown,12-15,Playful,Dental problems
Bichon Frise,France,White,9-11,Brown,12-15,Playful,eye problems
Bichon Frise,France,White,9-11,Brown,12-15,Playful,bladder stones
Bichon Frise,France,White,9-11,Brown,12-15,affectionate,Dental problems
Bichon Frise,France,White,9-11,Brown,12-15,affectionate,eye problems
Bichon Frise,France,White,9-11,Brown,12-15,affectionate,bladder stones
Bichon Frise,France,White,9-11,Brown,12-15,intelligent,Dental problems
Bichon Frise,France,White,9-11,Brown,12-15,intelligent,eye problems
Bichon Frise,France,White,9-11,Brown,12-15,intelligent,bladder stones
Bichon Frise,France,White,9-11,Brown,12-15,social,Dental problems
Bichon Frise,France,White,9-11,Brown,12-15,social,eye problems
Bichon Frise,France,White,9-11,Brown,12-15,social,bladder stones
Australian Shepherd,Australia,Black,18-23,Brown,12-15,Intelligent,Hip dysplasia
Australian Shepherd,Australia,Black,18-23,Brown,12-15,Intelligent,eye problems
Australian Shepherd,Australia,Black,18-23,Brown,12-15,Intelligent,epilepsy
Australian Shepherd,Australia,Black,18-23,Brown,12-15,energetic,Hip dysplasia
Australian Shepherd,Australia,Black,18-23,Brown,12-15,energetic,eye problems
Australian Shepherd,Australia,Black,18-23,Brown,12-15,energetic,epilepsy
Australian Shepherd,Australia,Black,18-23,Brown,12-15,loyal,Hip dysplasia
Australian Shepherd,Australia,Black,18-23,Brown,12-15,loyal,eye problems
Australian Shepherd,Australia,Black,18-23,Brown,12-15,loyal,epilepsy
Australian Shepherd,Australia,Black,18-23,Brown,12-15,trainable,Hip dysplasia
Australian Shepherd,Australia,Black,18-23,Brown,12-15,trainable,eye problems
Australian Shepherd,Australia,Black,18-23,Brown,12-15,trainable,epilepsy
Australian Shepherd,Australia,Black,18-23,Blue,12-15,Intelligent,Hip dysplasia
Australian Shepherd,Australia,Black,18-23,Blue,12-15,Intelligent,eye problems
Australian Shepherd,Australia,Black,18-23,Blue,12-15,Intelligent,epilepsy
Australian Shepherd,Australia,Black,18-23,Blue,12-15,energetic,Hip dysplasia
Australian Shepherd,Australia,Black,18-23,Blue,12-15,energetic,eye problems
Australian Shepherd,Australia,Black,18-23,Blue,12-15,energetic,epilepsy
Australian Shepherd,Australia,Black,18-23,Blue,12-15,loyal,Hip dysplasia
Australian Shepherd,Australia,Black,18-23,Blue,12-15,loyal,eye problems
Australian Shepherd,Australia,Black,18-23,Blue,12-15,loyal,epilepsy
Australian Shepherd,Australia,Black,18-23,Blue,12-15,trainable,Hip dysplasia
Australian Shepherd,Australia,Black,18-23,Blue,12-15,trainable,eye problems
Australian Shepherd,Australia,Black,18-23,Blue,12-15,trainable,epilepsy
Australian Shepherd,Australia,Red,18-23,Brown,12-15,Intelligent,Hip dysplasia
Australian Shepherd,Australia,Red,18-23,Brown,12-15,Intelligent,eye problems
Australian Shepherd,Australia,Red,18-23,Brown,12-15,Intelligent,epilepsy
Australian Shepherd,Australia,Red,18-23,Brown,12-15,energetic,Hip dysplasia
Australian Shepherd,Australia,Red,18-23,Brown,12-15,energetic,eye problems
Australian Shepherd,Australia,Red,18-23,Brown,12-15,energetic,epilepsy
Australian Shepherd,Australia,Red,18-23,Brown,12-15,loyal,Hip dysplasia
Australian Shepherd,Australia,Red,18-23,Brown,12-15,loyal,eye problems
Australian Shepherd,Australia,Red,18-23,Brown,12-15,loyal,epilepsy
Australian Shepherd,Australia,Red,18-23,Brown,12-15,trainable,Hip dysplasia
Australian Shepherd,Australia,Red,18-23,Brown,12-15,trainable,eye problems
Australian Shepherd,Australia,Red,18-23,Brown,12-15,trainable,epilepsy
Australian Shepherd,Australia,Red,18-23,Blue,12-15,Intelligent,Hip dysplasia
Australian Shepherd,Australia,Red,18-23,Blue,12-15,Intelligent,eye problems
Australian Shepherd,Australia,Red,18-23,Blue,12-15,Intelligent,epilepsy
Australian Shepherd,Australia,Red,18-23,Blue,12-15,energetic,Hip dysplasia
Australian Shepherd,Australia,Red,18-23,Blue,12-15,energetic,eye problems
Australian Shepherd,Australia,Red,18-23,Blue,12-15,energetic,epilepsy
Australian Shepherd,Australia,Red,18-23,Blue,12-15,loyal,Hip dysplasia
Australian Shepherd,Australia,Red,18-23,Blue,12-15,loyal,eye problems
Australian Shepherd,Australia,Red,18-23,Blue,12-15,loyal,epilepsy
Australian Shepherd,Australia,Red,18-23,Blue,12-15,trainable,Hip dysplasia
Australian Shepherd,Australia,Red,18-23,Blue,12-15,trainable,eye problems
Australian Shepherd,Australia,Red,18-23,Blue,12-15,trainable,epilepsy
Basset Hound,France,Black,11-15,Brown,10-12,Affectionate,Dental problems
Basset Hound,France,Black,11-15,Brown,10-12,Affectionate,ear infections
Basset Hound,France,Black,11-15,Brown,10-12,Affectionate,obesity
Basset Hound,France,Black,11-15,Brown,10-12,patient,Dental problems
Basset Hound,France,Black,11-15,Brown,10-12,patient,ear infections
Basset Hound,France,Black,11-15,Brown,10-12,patient,obesity
Basset Hound,France,Black,11-15,Brown,10-12,gentle,Dental problems
Basset Hound,France,Black,11-15,Brown,10-12,gentle,ear infections
Basset Hound,France,Black,11-15,Brown,10-12,gentle,obesity
Basset Hound,France,Black,11-15,Brown,10-12,good-natured,Dental problems
Basset Hound,France,Black,11-15,Brown,10-12,good-natured,ear infections
Basset Hound,France,Black,11-15,Brown,10-12,good-natured,obesity
Basset Hound,France,Tan,11-15,Brown,10-12,Affectionate,Dental problems
Basset Hound,France,Tan,11-15,Brown,10-12,Affectionate,ear infections
Basset Hound,France,Tan,11-15,Brown,10-12,Affectionate,obesity
Basset Hound,France,Tan,11-15,Brown,10-12,patient,Dental problems
Basset Hound,France,Tan,11-15,Brown,10-12,patient,ear infections
Basset Hound,France,Tan,11-15,Brown,10-12,patient,obesity
Basset Hound,France,Tan,11-15,Brown,10-12,gentle,Dental problems
Basset Hound,France,Tan,11-15,Brown,10-12,gentle,ear infections
Basset Hound,France,Tan,11-15,Brown,10-12,gentle,obesity
Basset Hound,France,Tan,11-15,Brown,10-12,good-natured,Dental problems
Basset Hound,France,Tan,11-15,Brown,10-12,good-natured,ear infections
Basset Hound,France,Tan,11-15,Brown,10-12,good-natured,obesity
Cocker Spaniel,England,Black,14-15,Brown,12-15,Affectionate,Ear infections
Cocker Spaniel,England,Black,14-15,Brown,12-15,Affectionate,hip dysplasia
Cocker Spaniel,England,Black,14-15,Brown,12-15,Affectionate,eye problems
Cocker Spaniel,England,Black,14-15,Brown,12-15,intelligent,Ear infections
Cocker Spaniel,England,Black,14-15,Brown,12-15,intelligent,hip dysplasia
Cocker Spaniel,England,Black,14-15,Brown,12-15,intelligent,eye problems
Cocker Spaniel,England,Black,14-15,Brown,12-15,energetic,Ear infections
Cocker Spaniel,England,Black,14-15,Brown,12-15,energetic,hip dysplasia
Cocker Spaniel,England,Black,14-15,Brown,12-15,energetic,eye problems
Cocker Spaniel,England,Black,14-15,Brown,12-15,good-natured,Ear infections
Cocker Spaniel,England,Black,14-15,Brown,12-15,good-natured,hip dysplasia
Cocker Spaniel,England,Black,14-15,Brown,12-15,good-natured,eye problems
Cocker Spaniel,England,Brown,14-15,Brown,12-15,Affectionate,Ear infections
Cocker Spaniel,England,Brown,14-15,Brown,12-15,Affectionate,hip dysplasia
Cocker Spaniel,England,Brown,14-15,Brown,12-15,Affectionate,eye problems
Cocker Spaniel,England,Brown,14-15,Brown,12-15,intelligent,Ear infections
Cocker Spaniel,England,Brown,14-15,Brown,12-15,intelligent,hip dysplasia
Cocker Spaniel,England,Brown,14-15,Brown,12-15,intelligent,eye problems
Cocker Spaniel,England,Brown,14-15,Brown,12-15,energetic,Ear infections
Cocker Spaniel,England,Brown,14-15,Brown,12-15,energetic,hip dysplasia
Cocker Spaniel,England,Brown,14-15,Brown,12-15,energetic,eye problems
Cocker Spaniel,England,Brown,14-15,Brown,12-15,good-natured,Ear infections
Cocker Spaniel,England,Brown,14-15,Brown,12-15,good-natured,hip dysplasia
Cocker Spaniel,England,Brown,14-15,Brown,12-15,good-natured,eye problems
French Bulldog,France,White,11-12,Brown,10-12,Affectionate,Breathing problems
French Bulldog,France,White,11-12,Brown,10-12,Affectionate,eye problems
French Bulldog,France,White,11-12,Brown,10-12,Affectionate,hip dysplasia
French Bulldog,France,White,11-12,Brown,10-12,playful,Breathing problems
French Bulldog,France,White,11-12,Brown,10-12,playful,eye problems
French Bulldog,France,White,11-12,Brown,10-12,playful,hip dysplasia
French Bulldog,France,White,11-12,Brown,10-12,good-natured,Breathing problems
French Bulldog,France,White,11-12,Brown,10-12,good-natured,eye problems
French Bulldog,France,White,11-12,Brown,10-12,good-natured,hip dysplasia
French Bulldog,France,Black,11-12,Brown,10-12,Affectionate,Breathing problems
French Bulldog,France,Black,11-12,Brown,10-12,Affectionate,eye problems
French Bulldog,France,Black,11-12,Brown,10-12,Affectionate,hip dysplasia
French Bulldog,France,Black,11-12,Brown,10-12,playful,Breathing problems
French Bulldog,France,Black,11-12,Brown,10-12,playful,eye problems
French Bulldog,France,Black,11-12,Brown,10-12,playful,hip dysplasia
French Bulldog,France,Black,11-12,Brown,10-12,good-natured,Breathing problems
French Bulldog,France,Black,11-12,Brown,10-12,good-natured,eye problems
French Bulldog,France,Black,11-12,Brown,10-12,good-natured,hip dysplasia
French Bulldog,France,Brindle,11-12,Brown,10-12,Affectionate,Breathing problems
